-2.71662,-1.4876,6
2.63078,-5,4.71521
4,5.76917,1.69073
-1.31044,-5,0.517048
-3.87402,2,-0.902515
-4,-0.651181,1.7832
0.202688,2,3.09128
4,8.59853,-4.5179
-2.55818,2,1.40759
-4,0.208699,3.74104
0.849779,-0.146163,-6
-3.51275,8.02771,-6
-4,0.179479,-0.940136
-2.00509,8.97836,6
-3.36602,2,1.09498
1.17841,2,-1.394
-4,-4.08942,0.759394
-4,2.69623,-5.08116
4,4.05532,-0.492079
0.418713,2,-0.811046
-0.031129,2.73953,-6
-4,-0.560751,-1.68995
4,4.32806,-0.468414
4,2.88717,-3.56017
0.213258,-1.31208,6
-4,0.760548,2.46316
-2.60465,-2.2616,-6
4,5.87219,0.339318
-1.9175,-0.972035,6
-1.53884,34.4018,6
4,9.07386,-5.92254
0.74415,0.142706,6
4,1.09715,-4.89206
-4,-1.80181,2.30161
1.03896,-2.42405,6
4,9.73374,-2.30589
-4,-1.73116,-5.13628
-0.177902,13.5886,6
4,-3.64225,3.3213
-3.53414,1.47089,6
4,17.1569,5.19203
4,7.05399,3.45606
-2.76486,2,-4.88315
4,5.17213,-4.83634
-1.33553,1.16943,6
4,5.71654,-5.13274
-4,5.70842,2.04019
2.36984,2,4.01265
-0.782017,-3.66704,6
0.278964,-5,1.42389
4,-0.591073,-3.17397
4,5.9392,1.09801
4,5.79398,-4.54517
-1.55247,7.46305,-6
1.67473,2,0.870967
-1.00158,-3.97278,6
-2.75002,5.51403,6
-1.99562,5.64516,6
1.83912,-5,-3.34387
2.95799,2,0.357032
-1.99136,-0.785425,6
-4,5.46685,-0.957327
1.74043,-5,-4.87277
2.96782,10.1718,6
3.53432,7.19839,-6
4,16.6205,-0.801349
-4,-0.677187,4.14538
-3.05826,2,-1.45334
-4,-1.98857,-4.40203
-4,-2.02209,2.83728
4,27.8844,-0.777136
1.05216,2,0.842968
-4,0.0651182,-3.38602
3.22438,-3.7321,-6
3.70113,1.95713,6
0.803137,2,-1.38679
-2.20146,2,0.853729
2.33354,8.63303,6
1.22613,2,-0.143989
0.646347,6.90753,-6
-4,-4.0863,-5.28823
0.516022,2,-3.50819
-4,0.25704,-5.6126
4,12.2579,-5.59911
-0.771614,2,-3.54952
4,4.08158,-5.73392
-3.94181,0.913409,6
-1.14573,-1.10731,6
4,1.84189,1.11389
-4,0.185253,3.31558
-4,3.27565,0.857846
-1.79615,6.21437,6
4,-0.973409,2.83341
4,2.81262,-0.987022
-4,0.634677,-2.60074
-4,-2.03329,-5.58336
-4,4.37792,-1.64574
4,-4.9806,4.19451
-4,-1.63304,1.7228
4,-1.53541,-1.98592
-3.21634,2,1.05499
4,18.3651,3.78461
-3.25826,2,0.69704
1.34273,2,-0.0623131
4,5.49669,-1.41999
3.52051,0.451357,6
4,-2.03481,-5.09028
3.70112,5.89729,6
3.13646,7.34635,6
-0.923335,2,-5.29587
-0.177697,2,0.819496
-4,-1.29895,-1.68705
-4,-4.78876,-1.58933
-1.88226,6.92563,-6
4,3.49706,-0.814854
4,7.97082,-5.65234
4,-3.43955,3.46613
-1.93819,0.920301,-6
-4,1.57765,-1.75532
-0.381027,-2.12807,6
-3.89871,5.98757,-6
4,-2.61927,-1.99485
-2.78088,2,-1.54067
4,-4.14933,1.40956
2.0052,2,-1.38115
4,-2.94629,-2.21746
3.65611,3.47217,6
-4,-0.808852,-1.75905
-3.4628,19.2232,6
-2.73477,2,-2.90299
-2.39251,2,1.4738
4,-4.05196,5.69608
4,1.01004,-1.6662
4,6.94059,-3.51055
4,7.05022,-2.49011
-3.62112,2,-2.91911
-3.01421,-5,3.04258
1.68195,-2.62998,-6
0.98547,2,-3.34106
4,13.3014,-0.0881662
0.192779,-1.45388,-6
-2.62235,2,-0.942213
4,23.6693,-3.93414
-4,2.31731,2.27215
0.467813,2,0.99521
-2.56904,-5,3.74659
4,9.20871,5.47306
-4,-0.0260968,0.476403
-1.74916,2.57723,-6
4,-0.116269,2.5287
-1.53849,-3.40707,6
4,-2.66349,2.55259
-4,1.02544,0.952909
4,10.1528,2.70429
-3.84715,6.02197,-6
4,-2.7532,3.84503
-3.87044,7.12428,-6
4,1.89674,1.55939
2.78108,4.38653,-6
1.96848,2,-0.00948739
2.13567,8.73196,-6
4,2.18017,-1.81426
0.944783,2.00511,-6
-4,1.76306,-3.14124
3.59338,5.08536,-6
-1.10264,-2.77871,6
4,10.0667,3.5741
-4,2.92605,-5.58993
4,-4.49115,2.50005
1.2288,2,-1.9442
4,0.51845,0.159462
4,-0.408653,-2.96041
4,5.3631,-4.10633
2.38515,15.1397,-6
-1.47489,0.675066,6
1.43066,2,-5.941
-2.31546,2,-1.00613
-2.70693,-0.865744,-6
-1.94248,0.628759,6
4,1.43172,-0.618747
4,0.339647,0.88566
-3.22657,-4.04274,6
-0.307269,-1.66691,-6
-4,12.6333,1.51361
4,1.31363,1.50938
1.11139,2,-1.61369
-4,0.319308,-0.565002
4,-0.44724,-4.00992
2.1376,2,-2.28486
4,3.91672,3.08683
-4,6.77701,-4.24999
2.94915,2,-4.40445
1.9976,2.76394,-6
4,-0.158747,-0.294948
0.382747,-5,-3.02982
-1.46426,-0.880348,-6
1.86677,2,5.15652
-2.63191,2,1.75948
4,-1.84365,0.422841
-3.49291,2,-2.56553
4,0.924276,-3.66061
0.161808,2,1.64661
-1.69173,1.28042,-6
2.42524,-5,3.76435
-0.803949,-3.36453,6
-4,6.09992,-1.4093
4,2.86096,2.30543
4,-2.25947,-2.78485
4,-2.80607,-1.53538
-0.996362,6.85537,6
4,14.995,4.14883
-0.211516,3.63506,-6
-2.28246,-0.559975,-6
1.13331,2,0.307036
0.982729,18.694,6
0.151873,-3.50301,6
1.16851,2,-1.41721
-2.03304,1.92143,-6
4,-2.80475,-0.546831
4,-1.29973,4.26192
4,26.7693,5.89537
-4,10.3096,1.44766
-4,24.9179,-2.01011
4,17.6274,0.326911
-2.01531,-3.57237,-6
1.87549,6.09383,6
1.81082,-3.37048,-6
0.551221,2,0.775893
-2.61832,8.84807,6
-0.213983,-2.59171,-6
-4,1.15609,-5.76478
4,0.181856,-1.79276
-3.96543,1.47996,-6
1.76462,3.51404,6
4,5.15361,-5.4015
-4,3.62769,1.31561
4,9.7431,0.618389
4,-3.89507,2.86615
-2.37854,-5,-0.296758
4,7.31535,-5.58014
-4,0.238244,0.241288
2.16623,2,-3.76431
-1.94529,-4.13464,6
1.31666,2,0.974137
-0.698874,3.5963,6
-1.81409,-4.40439,6
-4,-3.58292,3.16803
3.8251,-3.96467,6
-3.66712,-2.86852,6
-0.248837,1.66929,6
1.34448,17.1644,6
1.1246,2,0.376882
-4,-2.0119,-0.294334
1.07355,4.98712,-6
4,-0.115767,-4.21973
-2.1368,2,-0.409294
1.40918,2,-1.96892
1.38537,2,1.58214
3.27648,2,-4.48979
4,4.83456,-2.04433
-0.988112,2,4.71231
-4,3.35187,-5.70905
-3.28444,50.5793,6
-2.13165,0.824905,-6
3.72414,7.03189,-6
4,6.74227,-3.50095
-3.30439,2,4.5414
-3.95189,-2.55913,-6
4,0.857058,-1.1568
0.52078,2,1.49524
-1.6462,1.56451,-6
-4,-2.52179,-1.61319
4,7.05745,2.43762
-3.35287,1.67591,6
1.59283,-5,2.41515
4,4.5632,-3.54359
2.76606,-0.594515,6
4,-0.170396,0.14931
-2.17522,2,-0.675011
-3.40008,4.61386,-6
-4,4.38485,-1.08972
-0.805608,-5,-4.19674
0.791808,2,-0.353846
-3.30203,2,2.3777
-1.1802,2,1.533
4,0.513509,5.31381
4,3.77263,2.74266
4,5.32789,-4.07002
-4,8.95235,0.156032
2.66006,3.13862,6
3.80781,0.561613,6
4,2.77694,-3.25499
4,0.53121,-2.47899
-4,1.96537,-1.38043
-4,-0.545243,2.43174
0.801025,2,3.82594
-3.71856,-5,4.39038
0.793861,2,2.85078
4,0.905825,-2.6056
-4,-0.129256,1.18057
-2.75412,0.491899,6
0.553139,2,-0.987163
-4,4.95509,2.81363
4,5.83331,-0.917626
2.13088,-3.04984,6
0.272375,2,2.21969
-1.97944,-5,-1.04399
-4,3.49973,5.64787
2.29573,2,-3.21444
-4,-3.98747,3.10204
-0.487389,-1.60391,-6
4,-2.06913,0.845728
-3.53354,2,-3.87159
4,9.62557,1.95885
1.58688,2,-1.82983
-4,1.27671,0.155464
4,10.7554,-5.39295
4,-4.67796,-1.94614
3.05082,4.99706,-6
-4,1.23309,-1.17548
1.46927,8.24234,6
-4,0.45786,2.41438
-4,1.91439,-0.986714
-4,12.8098,5.69254
2.12249,2,-4.10481
0.910145,1.69655,6
-4,7.36418,-4.98922
-3.58821,2,1.48642
3.33348,-5,3.72894
2.01703,2,-2.02004
0.369464,2,0.812307
-4,-2.20833,-2.60975
-3.2633,6.00284,-6
-3.46746,-0.290496,-6
4,-4.12265,3.89928
4,2.28831,-3.9551
-4,1.89207,0.472427
-2.25035,2,2.55063
-1.32862,2,2.25622
-4,3.65505,-2.96884
-4,-0.955996,-5.63744
4,4.59901,0.522904
-0.277398,-3.41503,6
-4,-1.97639,-3.65404
-2.85873,2,-5.62133
4,11.774,-2.39395
3.78261,-2.14212,-6
2.91496,2,-5.77606
3.06622,1.34706,-6
4,-1.15739,-5.06533
-4,4.5193,-5.35267
-2.60796,2,-3.4275
-4,9.41145,0.566003
-1.43749,6.44157,-6
4,-3.52587,2.40963
-3.57621,2,-1.66112
-2.07328,8.56932,-6
4,7.85892,4.24537
0.839708,1.92116,6
0.648686,2,-0.0600012
4,19.0173,1.33555
4,-1.88277,0.708023
-4,6.85232,1.7208
3.95594,2,-5.77661
-0.260581,2,1.39603
0.48434,2,-4.60208
3.41707,7.86035,6
-0.765845,0.447335,-6
-0.418835,-5,-0.543482
-4,2.67964,-5.85934
-0.162456,-5,4.59446
-0.770899,2,2.16134
-4,-2.67017,0.0378582
-1.01425,-5,-3.59703
4,19.1368,-2.75361
-2.5845,9.18664,6
4,11.4684,3.98787
4,9.54992,-1.1472
-4,-1.81929,1.71941
-4,0.0848141,0.652409
-4,-3.10246,0.327636
-0.296613,2,1.91125
4,-3.06133,-3.44383
4,2.31762,-5.45751
0.831769,2,-5.56092
4,4.47182,-4.10642
-0.411304,2,0.967302
4,5.23,2.27696
-4,3.88678,5.81652
1.26174,2,5.94003
4,7.28663,4.8525
-2.40187,2,-0.928092
-4,1.79585,-3.69472
-1.21304,-5,-0.75452
-3.31775,2,3.0889
4,-0.149387,-0.0795777
0.919956,2,-0.749144
-4,-0.717294,-5.02996
4,-4.00822,2.31552
2.80617,-2.99729,-6
